,id,ts,pred_val
19204,12153,2023-01-14 01:11:10,0.3569206
19205,12154,2023-01-14 01:12:10,0.3569206
19206,12155,2023-01-14 01:13:09,0.3569206
19207,12156,2023-01-14 01:14:10,0.3569206
19208,12161,2023-01-14 01:19:10,0.3569206
19209,12163,2023-01-14 01:21:10,0.3569206
19210,12170,2023-01-14 01:28:10,0.3569206
19211,12174,2023-01-14 01:32:09,0.3569206
19212,12176,2023-01-14 01:34:10,0.3569206
19213,12179,2023-01-14 01:37:10,0.3569206
19214,12180,2023-01-14 01:38:10,0.3569206
19215,12182,2023-01-14 01:40:10,0.3569206
19216,12186,2023-01-14 01:44:10,0.3569206
19217,12198,2023-01-14 01:56:10,0.3569206
19218,12202,2023-01-14 02:00:10,0.3569206
19219,12206,2023-01-14 02:04:10,0.3569206
19220,12209,2023-01-14 02:07:10,0.3569206
19221,12214,2023-01-14 02:12:13,0.3569206
19222,12221,2023-01-14 02:19:10,0.3569206
19223,12224,2023-01-14 02:22:10,0.3569206
19224,12228,2023-01-14 02:26:09,0.3569206
19225,12235,2023-01-14 02:33:11,0.3569206
19226,12236,2023-01-14 02:34:10,0.3569206
19227,12237,2023-01-14 02:35:10,0.3569206
19228,12239,2023-01-14 02:37:10,0.3569206
19229,12241,2023-01-14 02:39:10,0.3569206
19230,12249,2023-01-14 02:47:09,0.3569206
19231,12252,2023-01-14 02:50:11,0.3569206
19232,12255,2023-01-14 02:53:09,0.3569206
19233,12257,2023-01-14 02:55:10,0.3569206
19234,12263,2023-01-14 03:01:10,0.3569206
19235,12267,2023-01-14 03:05:09,0.3569206
19236,12268,2023-01-14 03:06:10,0.3569206
19237,12271,2023-01-14 03:09:10,0.3569206
19238,12274,2023-01-14 03:12:10,0.3569206
19239,12280,2023-01-14 03:18:10,0.3569206
19240,12281,2023-01-14 03:19:09,0.3569206
19241,12282,2023-01-14 03:20:11,0.3569206
19242,12284,2023-01-14 03:22:09,0.3569206
19243,12285,2023-01-14 03:23:10,0.3569206
19244,12291,2023-01-14 03:29:10,0.3569206
19245,12302,2023-01-14 03:40:09,0.3569206
19246,12303,2023-01-14 03:41:09,0.3569206
19247,12315,2023-01-14 03:53:10,0.3569206
19248,12316,2023-01-14 03:54:10,0.3569206
